playerID,yearID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old,GS,InnOuts,PO,A,E,DP,PB,WP,awardID,lgID,tie,notes,Award_Category
alcansa01,2022,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,686,20,28,0,2,,,All-MLB Team - First Team,ML,,SP,Not All-Star
alcansa01,2022,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,686,20,28,0,2,,,Cy Young Award,NL,,,Not All-Star
alcansa01,2022,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,686,20,28,0,2,,,MLB Players Choice Outstanding Pitcher,NL,,,Not All-Star
alcansa01,2022,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,686,20,28,0,2,,,Pitcher of the Month,NL,,June,Not All-Star
alcansa01,2022,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,686,20,28,0,2,,,Player of the Week,NL,,Week of 2022-05-21,Not All-Star
alcansa01,2022,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,686,20,28,0,2,,,TSN All-Star,NL,,SP,All-Star
alcansa01,2022,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,686,20,28,0,2,,,TSN Pitcher of the Year,NL,,,Not All-Star
allenco01,2017,69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,202,1,7,0,0,,,Reliever of the Month,AL,,April,Not All-Star
alonspe01,2019,161,,597,103,155,30,2,53,120,1,0,72,183,6,21,0,3,13,,152,3984,1078,112,12,108,,,All-MLB Team - First Team,ML,,1B,Not All-Star
alonspe01,2019,161,,597,103,155,30,2,53,120,1,0,72,183,6,21,0,3,13,,152,3984,1078,112,12,108,,,All-MLB Team - First Team,ML,,1B,Not All-Star
alonspe01,2019,161,,597,103,155,30,2,53,120,1,0,72,183,6,21,0,3,13,,152,3984,1078,112,12,108,,,MLB Players Choice Outstanding Rookie,NL,,,Not All-Star
alonspe01,2019,161,,597,103,155,30,2,53,120,1,0,72,183,6,21,0,3,13,,152,3984,1078,112,12,108,,,Player of the Week,NL,,Week of 2019-06-22,Not All-Star
alonspe01,2019,161,,597,103,155,30,2,53,120,1,0,72,183,6,21,0,3,13,,152,3984,1078,112,12,108,,,Rookie of the Month,NL,,June,Not All-Star
alonspe01,2019,161,,597,103,155,30,2,53,120,1,0,72,183,6,21,0,3,13,,152,3984,1078,112,12,108,,,Rookie of the Month,NL,,September,Not All-Star
alonspe01,2019,161,,597,103,155,30,2,53,120,1,0,72,183,6,21,0,3,13,,152,3984,1078,112,12,108,,,Rookie of the Month,NL,,April,Not All-Star
alonspe01,2019,161,,597,103,155,30,2,53,120,1,0,72,183,6,21,0,3,13,,152,3984,1078,112,12,108,,,Rookie of the Year,NL,,,Not All-Star
